id,text_for_llm
7175,"Employee 7175 is a Female working as a Fresher in the Finance sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Remote capacity at a Small Business / Local Firm."
7176,"Employee 7176 is a Male working as a Fresher in the Digital marketing sector. Based in a City area, they have a Diploma degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Full-Time capacity at a Large Enterprise."
7177,"Employee 7177 is a Female working as a Fresher in the Digital marketing sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Remote capacity at a Product-based Company."
7178,"Employee 7178 is a Female working as a Fresher in the Digital marketing sector. Based in a Rural area, they have a PhD degree and hold certifications in CompTIA Security+. They currently operate in a Hybrid capacity at a Consultancy Firm."
7179,"Employee 7179 is a Female working as a Experienced in the IT sector. Based in a City area, they have a Master's Degree degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Remote capacity at a Big MNC (Multinational Corporation)."
7180,"Employee 7180 is a Female working as a Working professional in the CA sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Full-Time capacity at a Government Organization."
7181,"Employee 7181 is a Female working as a Intermediate in the Digital marketing sector. Based in a City area, they have a PhD degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Startup (early-stage)."
7182,"Employee 7182 is a Female working as a Experienced in the CA sector. Based in a City area, they have a Professional Certification degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Remote capacity at a Consultancy Firm."
7183,"Employee 7183 is a Female working as a Working professional in the Finance sector. Based in a Metro area, they have a High School degree and hold certifications in CompTIA Security+. They currently operate in a Remote capacity at a Outsourcing / Service-based Company."
7184,"Employee 7184 is a Male working as a Intermediate in the Digital marketing sector. Based in a Rural area, they have a PhD degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Hybrid capacity at a Small Business / Local Firm."
7185,"Employee 7185 is a Male working as a Fresher in the Finance sector. Based in a Rural area, they have a PhD degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Full-Time capacity at a Contract / Temporary Employment."
7186,"Employee 7186 is a Female working as a Experienced in the IT sector. Based in a City area, they have a PhD degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Consultancy Firm."
7187,"Employee 7187 is a Male working as a Fresher in the Finance sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Government Organization."
7188,"Employee 7188 is a Female working as a Fresher in the Finance sector. Based in a Rural area, they have a High School degree and hold certifications in CompTIA Security+. They currently operate in a Remote capacity at a Freelancing / Self-employed."
7189,"Employee 7189 is a Male working as a Experienced in the Digital marketing sector. Based in a City area, they have a Diploma degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Hybrid capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
7190,"Employee 7190 is a Female working as a Intermediate in the IT sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Large Enterprise."
7191,"Employee 7191 is a Female working as a Working professional in the Finance sector. Based in a City area, they have a PhD degree and hold certifications in PMP (Project Management Professional). They currently operate in a Full-Time capacity at a Contract / Temporary Employment."
7192,"Employee 7192 is a Female working as a Fresher in the Finance sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Hybrid capacity at a Startup (early-stage)."
7193,"Employee 7193 is a Female working as a Intermediate in the Finance sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in Cisco CCNA. They currently operate in a Hybrid capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
7194,"Employee 7194 is a Female working as a Working professional in the Digital marketing sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Mid-sized Company."
7195,"Employee 7195 is a Female working as a Intermediate in the Digital marketing sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Remote capacity at a Non-Profit / NGO."
7196,"Employee 7196 is a Male working as a Working professional in the Finance sector. Based in a Metro area, they have a Diploma degree and hold certifications in PMP (Project Management Professional). They currently operate in a Full-Time capacity at a Mid-sized Company."
7197,"Employee 7197 is a Female working as a Working professional in the Finance sector. Based in a Metro area, they have a PhD degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Remote capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
7198,"Employee 7198 is a Male working as a Intermediate in the Digital marketing sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Big MNC (Multinational Corporation)."
7199,"Employee 7199 is a Male working as a Experienced in the CA sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Hybrid capacity at a Non-Profit / NGO."
7200,"Employee 7200 is a Female working as a Fresher in the CA sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Outsourcing / Service-based Company."
7201,"Employee 7201 is a Female working as a Experienced in the Finance sector. Based in a Metro area, they have a PhD degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Remote capacity at a Small Business / Local Firm."
7202,"Employee 7202 is a Female working as a Experienced in the Digital marketing sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Government Organization."
7203,"Employee 7203 is a Female working as a Intermediate in the Finance sector. Based in a Rural area, they have a High School degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Small Business / Local Firm."
7204,"Employee 7204 is a Male working as a Intermediate in the Finance sector. Based in a Rural area, they have a Diploma degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Non-Profit / NGO."
7205,"Employee 7205 is a Male working as a Working professional in the Finance sector. Based in a City area, they have a High School degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Full-Time capacity at a Contract / Temporary Employment."
7206,"Employee 7206 is a Female working as a Intermediate in the IT sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Big MNC (Multinational Corporation)."
7207,"Employee 7207 is a Female working as a Experienced in the Digital marketing sector. Based in a Metro area, they have a High School degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Full-Time capacity at a Mid-sized Company."
7208,"Employee 7208 is a Female working as a Working professional in the IT sector. Based in a City area, they have a Professional Certification degree and hold certifications in CompTIA Security+. They currently operate in a Hybrid capacity at a Mid-sized Company."
7209,"Employee 7209 is a Female working as a Working professional in the Finance sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in Lean Six Sigma. They currently operate in a Hybrid capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
7210,"Employee 7210 is a Female working as a Working professional in the Digital marketing sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Full-Time capacity at a Mid-sized Company."
7211,"Employee 7211 is a Female working as a Fresher in the CA sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Cisco CCNA. They currently operate in a Hybrid capacity at a Scale-up (growing startup)."
7212,"Employee 7212 is a Male working as a Experienced in the CA sector. Based in a Metro area, they have a Diploma degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Full-Time capacity at a Large Enterprise."
7213,"Employee 7213 is a Male working as a Intermediate in the IT sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Large Enterprise."
7214,"Employee 7214 is a Male working as a Intermediate in the IT sector. Based in a Rural area, they have a PhD degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Remote capacity at a Freelancing / Self-employed."
7215,"Employee 7215 is a Female working as a Experienced in the Digital marketing sector. Based in a Rural area, they have a PhD degree and hold certifications in Cisco CCNA. They currently operate in a Remote capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
7216,"Employee 7216 is a Female working as a Working professional in the IT sector. Based in a City area, they have a Diploma degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Hybrid capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
7217,"Employee 7217 is a Female working as a Working professional in the Finance sector. Based in a Rural area, they have a High School degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Outsourcing / Service-based Company."
7218,"Employee 7218 is a Male working as a Fresher in the CA sector. Based in a Rural area, they have a PhD degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Contract / Temporary Employment."
7219,"Employee 7219 is a Female working as a Experienced in the CA sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Full-Time capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
7220,"Employee 7220 is a Male working as a Intermediate in the CA sector. Based in a Rural area, they have a PhD degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Remote capacity at a Startup (early-stage)."
7221,"Employee 7221 is a Male working as a Working professional in the IT sector. Based in a City area, they have a Diploma degree and hold certifications in CompTIA Security+. They currently operate in a Hybrid capacity at a Startup (early-stage)."
7222,"Employee 7222 is a Female working as a Experienced in the Finance sector. Based in a City area, they have a High School degree and hold certifications in PMP (Project Management Professional). They currently operate in a Hybrid capacity at a Freelancing / Self-employed."
7223,"Employee 7223 is a Male working as a Experienced in the IT sector. Based in a Metro area, they have a Diploma degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Outsourcing / Service-based Company."
7224,"Employee 7224 is a Male working as a Experienced in the Digital marketing sector. Based in a Rural area, they have a Diploma degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Full-Time capacity at a Outsourcing / Service-based Company."
7225,"Employee 7225 is a Female working as a Experienced in the Digital marketing sector. Based in a City area, they have a High School degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Hybrid capacity at a Big MNC (Multinational Corporation)."
7226,"Employee 7226 is a Female working as a Intermediate in the CA sector. Based in a Metro area, they have a Diploma degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Small Business / Local Firm."
7227,"Employee 7227 is a Male working as a Intermediate in the Finance sector. Based in a Rural area, they have a High School degree and hold certifications in Cisco CCNA. They currently operate in a Remote capacity at a Large Enterprise."
7228,"Employee 7228 is a Male working as a Experienced in the IT sector. Based in a City area, they have a High School degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Contract / Temporary Employment."
7229,"Employee 7229 is a Male working as a Experienced in the Finance sector. Based in a City area, they have a PhD degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Hybrid capacity at a Mid-sized Company."
7230,"Employee 7230 is a Male working as a Working professional in the Finance sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Remote capacity at a Product-based Company."
7231,"Employee 7231 is a Male working as a Fresher in the CA sector. Based in a City area, they have a Professional Certification degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Remote capacity at a Product-based Company."
7232,"Employee 7232 is a Male working as a Intermediate in the Finance sector. Based in a Rural area, they have a High School degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Full-Time capacity at a Government Organization."
7233,"Employee 7233 is a Male working as a Experienced in the CA sector. Based in a Metro area, they have a Diploma degree and hold certifications in Cisco CCNA. They currently operate in a Hybrid capacity at a Large Enterprise."
7234,"Employee 7234 is a Male working as a Experienced in the Digital marketing sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in CompTIA Security+. They currently operate in a Hybrid capacity at a Mid-sized Company."
7235,"Employee 7235 is a Male working as a Fresher in the IT sector. Based in a Rural area, they have a PhD degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Hybrid capacity at a Large Enterprise."
7236,"Employee 7236 is a Male working as a Experienced in the CA sector. Based in a Metro area, they have a PhD degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Remote capacity at a Big MNC (Multinational Corporation)."
7237,"Employee 7237 is a Female working as a Experienced in the Finance sector. Based in a Metro area, they have a PhD degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Outsourcing / Service-based Company."
7238,"Employee 7238 is a Male working as a Fresher in the IT sector. Based in a City area, they have a Master's Degree degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Outsourcing / Service-based Company."
7239,"Employee 7239 is a Male working as a Working professional in the Finance sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Full-Time capacity at a Large Enterprise."
7240,"Employee 7240 is a Male working as a Experienced in the CA sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Hybrid capacity at a Government Organization."
7241,"Employee 7241 is a Male working as a Fresher in the CA sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in PMP (Project Management Professional). They currently operate in a Remote capacity at a Product-based Company."
7242,"Employee 7242 is a Female working as a Intermediate in the Finance sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Full-Time capacity at a Government Organization."
7243,"Employee 7243 is a Male working as a Experienced in the CA sector. Based in a Metro area, they have a Diploma degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Remote capacity at a Non-Profit / NGO."
7244,"Employee 7244 is a Male working as a Working professional in the Finance sector. Based in a Metro area, they have a Diploma degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Hybrid capacity at a Product-based Company."
7245,"Employee 7245 is a Female working as a Fresher in the CA sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Consultancy Firm."
7246,"Employee 7246 is a Female working as a Fresher in the Finance sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in CompTIA Security+. They currently operate in a Hybrid capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
7247,"Employee 7247 is a Male working as a Fresher in the IT sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Hybrid capacity at a Freelancing / Self-employed."
7248,"Employee 7248 is a Female working as a Working professional in the Finance sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Remote capacity at a Contract / Temporary Employment."
7249,"Employee 7249 is a Female working as a Experienced in the CA sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in CompTIA Security+. They currently operate in a Remote capacity at a Consultancy Firm."
7250,"Employee 7250 is a Male working as a Fresher in the Digital marketing sector. Based in a Metro area, they have a High School degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Mid-sized Company."
7251,"Employee 7251 is a Female working as a Intermediate in the IT sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Hybrid capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
7252,"Employee 7252 is a Female working as a Working professional in the Digital marketing sector. Based in a Rural area, they have a PhD degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Freelancing / Self-employed."
7253,"Employee 7253 is a Male working as a Intermediate in the CA sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Contract / Temporary Employment."
7254,"Employee 7254 is a Female working as a Intermediate in the CA sector. Based in a Metro area, they have a PhD degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Full-Time capacity at a Outsourcing / Service-based Company."
7255,"Employee 7255 is a Male working as a Fresher in the Finance sector. Based in a Rural area, they have a High School degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Hybrid capacity at a Scale-up (growing startup)."
7256,"Employee 7256 is a Female working as a Intermediate in the IT sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in CompTIA Security+. They currently operate in a Remote capacity at a Non-Profit / NGO."
7257,"Employee 7257 is a Female working as a Fresher in the Digital marketing sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Full-Time capacity at a Government Organization."
7258,"Employee 7258 is a Male working as a Intermediate in the Digital marketing sector. Based in a City area, they have a PhD degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Remote capacity at a Non-Profit / NGO."
7259,"Employee 7259 is a Male working as a Fresher in the CA sector. Based in a City area, they have a Professional Certification degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Contract / Temporary Employment."
7260,"Employee 7260 is a Male working as a Intermediate in the IT sector. Based in a Metro area, they have a High School degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Freelancing / Self-employed."
7261,"Employee 7261 is a Female working as a Working professional in the CA sector. Based in a Rural area, they have a PhD degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Hybrid capacity at a Large Enterprise."
7262,"Employee 7262 is a Male working as a Working professional in the IT sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Hybrid capacity at a Contract / Temporary Employment."
7263,"Employee 7263 is a Female working as a Intermediate in the Finance sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in CompTIA Security+. They currently operate in a Remote capacity at a Small Business / Local Firm."
7264,"Employee 7264 is a Male working as a Working professional in the CA sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Remote capacity at a Startup (early-stage)."
7265,"Employee 7265 is a Female working as a Intermediate in the IT sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Full-Time capacity at a Product-based Company."
7266,"Employee 7266 is a Female working as a Intermediate in the IT sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Hybrid capacity at a Freelancing / Self-employed."
7267,"Employee 7267 is a Female working as a Working professional in the IT sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Hybrid capacity at a Government Organization."
7268,"Employee 7268 is a Male working as a Intermediate in the Digital marketing sector. Based in a Rural area, they have a High School degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Full-Time capacity at a Large Enterprise."
7269,"Employee 7269 is a Male working as a Experienced in the Finance sector. Based in a City area, they have a Master's Degree degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Hybrid capacity at a Freelancing / Self-employed."
7270,"Employee 7270 is a Male working as a Experienced in the CA sector. Based in a Rural area, they have a High School degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Big MNC (Multinational Corporation)."
7271,"Employee 7271 is a Female working as a Working professional in the Digital marketing sector. Based in a City area, they have a Professional Certification degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Full-Time capacity at a Mid-sized Company."
7272,"Employee 7272 is a Male working as a Experienced in the IT sector. Based in a City area, they have a Master's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Startup (early-stage)."
7273,"Employee 7273 is a Male working as a Fresher in the IT sector. Based in a Metro area, they have a PhD degree and hold certifications in PMP (Project Management Professional). They currently operate in a Full-Time capacity at a Contract / Temporary Employment."
7274,"Employee 7274 is a Male working as a Working professional in the IT sector. Based in a Metro area, they have a High School degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Full-Time capacity at a Contract / Temporary Employment."
7275,"Employee 7275 is a Male working as a Intermediate in the IT sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Full-Time capacity at a Mid-sized Company."
7276,"Employee 7276 is a Female working as a Fresher in the CA sector. Based in a City area, they have a Professional Certification degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Hybrid capacity at a Small Business / Local Firm."
7277,"Employee 7277 is a Female working as a Fresher in the CA sector. Based in a Rural area, they have a PhD degree and hold certifications in Lean Six Sigma. They currently operate in a Remote capacity at a Large Enterprise."
7278,"Employee 7278 is a Female working as a Working professional in the Digital marketing sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Remote capacity at a Scale-up (growing startup)."
7279,"Employee 7279 is a Male working as a Experienced in the IT sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Remote capacity at a Non-Profit / NGO."
7280,"Employee 7280 is a Male working as a Working professional in the CA sector. Based in a Metro area, they have a Diploma degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Large Enterprise."
7281,"Employee 7281 is a Female working as a Fresher in the CA sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Full-Time capacity at a Large Enterprise."
7282,"Employee 7282 is a Male working as a Working professional in the Finance sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Mid-sized Company."
7283,"Employee 7283 is a Female working as a Intermediate in the IT sector. Based in a Rural area, they have a High School degree and hold certifications in PMP (Project Management Professional). They currently operate in a Remote capacity at a Product-based Company."
7284,"Employee 7284 is a Male working as a Fresher in the Digital marketing sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Small Business / Local Firm."
7285,"Employee 7285 is a Male working as a Experienced in the IT sector. Based in a Rural area, they have a High School degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Full-Time capacity at a Big MNC (Multinational Corporation)."
7286,"Employee 7286 is a Female working as a Fresher in the CA sector. Based in a City area, they have a Professional Certification degree and hold certifications in PMP (Project Management Professional). They currently operate in a Hybrid capacity at a Scale-up (growing startup)."
7287,"Employee 7287 is a Female working as a Experienced in the Finance sector. Based in a Rural area, they have a PhD degree and hold certifications in PMP (Project Management Professional). They currently operate in a Full-Time capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
7288,"Employee 7288 is a Male working as a Intermediate in the CA sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Remote capacity at a Freelancing / Self-employed."
7289,"Employee 7289 is a Female working as a Working professional in the CA sector. Based in a Rural area, they have a High School degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Full-Time capacity at a Contract / Temporary Employment."
7290,"Employee 7290 is a Male working as a Working professional in the IT sector. Based in a Rural area, they have a Diploma degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Hybrid capacity at a Small Business / Local Firm."
7291,"Employee 7291 is a Female working as a Fresher in the CA sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in Cisco CCNA. They currently operate in a Hybrid capacity at a Mid-sized Company."
7292,"Employee 7292 is a Female working as a Experienced in the Digital marketing sector. Based in a City area, they have a Professional Certification degree and hold certifications in Lean Six Sigma. They currently operate in a Hybrid capacity at a Government Organization."
7293,"Employee 7293 is a Female working as a Working professional in the Digital marketing sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Remote capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
7294,"Employee 7294 is a Female working as a Intermediate in the IT sector. Based in a City area, they have a Diploma degree and hold certifications in Cisco CCNA. They currently operate in a Hybrid capacity at a Non-Profit / NGO."
7295,"Employee 7295 is a Female working as a Working professional in the Finance sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
7296,"Employee 7296 is a Female working as a Intermediate in the CA sector. Based in a City area, they have a PhD degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Full-Time capacity at a Startup (early-stage)."
7297,"Employee 7297 is a Male working as a Fresher in the IT sector. Based in a City area, they have a Professional Certification degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Mid-sized Company."
7298,"Employee 7298 is a Female working as a Experienced in the CA sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Hybrid capacity at a Big MNC (Multinational Corporation)."
7299,"Employee 7299 is a Male working as a Fresher in the Digital marketing sector. Based in a City area, they have a Professional Certification degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Remote capacity at a Non-Profit / NGO."
7300,"Employee 7300 is a Male working as a Intermediate in the Finance sector. Based in a Rural area, they have a PhD degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Product-based Company."
7301,"Employee 7301 is a Male working as a Intermediate in the Digital marketing sector. Based in a City area, they have a Diploma degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Hybrid capacity at a Mid-sized Company."
7302,"Employee 7302 is a Male working as a Fresher in the Finance sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Hybrid capacity at a Product-based Company."
7303,"Employee 7303 is a Female working as a Working professional in the Digital marketing sector. Based in a Metro area, they have a Diploma degree and hold certifications in Cisco CCNA. They currently operate in a Remote capacity at a Freelancing / Self-employed."
7304,"Employee 7304 is a Female working as a Experienced in the Finance sector. Based in a Metro area, they have a Diploma degree and hold certifications in CompTIA Security+. They currently operate in a Hybrid capacity at a Government Organization."
7305,"Employee 7305 is a Female working as a Intermediate in the IT sector. Based in a Metro area, they have a Diploma degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Remote capacity at a Outsourcing / Service-based Company."
7306,"Employee 7306 is a Male working as a Working professional in the IT sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Hybrid capacity at a Consultancy Firm."
7307,"Employee 7307 is a Female working as a Experienced in the IT sector. Based in a City area, they have a Professional Certification degree and hold certifications in CompTIA Security+. They currently operate in a Hybrid capacity at a Product-based Company."
7308,"Employee 7308 is a Male working as a Experienced in the CA sector. Based in a Metro area, they have a Diploma degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Remote capacity at a Freelancing / Self-employed."
7309,"Employee 7309 is a Male working as a Fresher in the Finance sector. Based in a Metro area, they have a Diploma degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Hybrid capacity at a Government Organization."
7310,"Employee 7310 is a Female working as a Experienced in the CA sector. Based in a City area, they have a Diploma degree and hold certifications in PMP (Project Management Professional). They currently operate in a Hybrid capacity at a Contract / Temporary Employment."
7311,"Employee 7311 is a Male working as a Experienced in the Finance sector. Based in a Rural area, they have a High School degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Remote capacity at a Contract / Temporary Employment."
7312,"Employee 7312 is a Female working as a Experienced in the CA sector. Based in a Metro area, they have a Diploma degree and hold certifications in Lean Six Sigma. They currently operate in a Full-Time capacity at a Scale-up (growing startup)."
7313,"Employee 7313 is a Female working as a Fresher in the CA sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Large Enterprise."
7314,"Employee 7314 is a Male working as a Fresher in the IT sector. Based in a Rural area, they have a Diploma degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Full-Time capacity at a Consultancy Firm."
7315,"Employee 7315 is a Female working as a Experienced in the IT sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Remote capacity at a Small Business / Local Firm."
7316,"Employee 7316 is a Female working as a Experienced in the IT sector. Based in a Rural area, they have a PhD degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Remote capacity at a Big MNC (Multinational Corporation)."
7317,"Employee 7317 is a Female working as a Intermediate in the CA sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Full-Time capacity at a Government Organization."
